module,key,applied_translation,status,file,backup
dnp3,dsEdit.dnp3.controlStatus.alreadyActive,已經活躍了,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.hardwareError,硬體控制錯誤,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.local,設備處於本地模式,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.tooManyObjs,請求中的對象太多,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.notAuthorized,未經授權,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.automationInhibit,自動化被抑制,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.processingLimited,電台處理有限公司,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.outOfRange,超出範圍,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
dnp3,dsEdit.dnp3.controlStatus.notParticipating,不會執行,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\dnp3\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.desc,EGAUGE資料來源,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge,EGAUGE,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egaugePoint,EGAUGE資料點,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.connDesc,URI：{0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.uri,Uri,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.historyPeriods,歷史時期,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.retries,重試,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.timeoutSeconds,逾時秒,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.tot,總寄存器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.noTeam,沒有團隊記錄,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.teamstat,團隊身份,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.inst,瞬時讀數,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.createPoints,建立缺失點,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.configurationCount,配置計數器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.plConfigDesc,名稱：{0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.queryHistory,查詢歷史記錄,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.convertToKwh,轉換為kwh,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.interpolateInstantaneous,插入瞬時,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.readBufferSizeMB,歷史緩衝尺寸（MB）,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.immediateReadBufferSizeMB,緩衝區（MB）,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.registerName,登記名稱,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.totallingRegister,總寄存器,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.registerType,註冊類型,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.cumulative,累積,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.instantaneous,瞬間,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.query,詢問,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.sequentialQuery,順序查詢,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.querying,查詢...,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.mustEnable,必須啟用資料來源以進行歷史記錄查詢,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.historyParsed,解析{0}歷史資料行,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.multiplier,乘數,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.offset,抵消,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.historyPeriod,歷史開始,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,dsEdit.egauge.historyPeriodEnd,相對端,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.error,錯誤 -  {0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.retrievalFailure,無法檢索資料,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.historyGap,檢測到點歷史的差距,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.teamCommunicationFailure,團隊溝通中斷,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.configuration,配置更改,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.badResponse,不良響應：狀態代碼{1}，來自uri {0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.parseError,錯誤解析號：{0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.parseMetaError,錯誤解析消息資訊在歷史記錄查詢中。,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.parseErrorBuffer,歷史查詢解析錯誤，緩衝區足夠大嗎？,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.parseErrorEvent,解析錯誤,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.licenseRestriction,執行許可限制,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.event.jaxbError,錯誤刪除資料流。您的EGAUGE是否允許V1格式化？,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.validate.multiplierCannotBeZero,不能使用零乘數。,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.dox.egaugeDS,EGAUGE資料來源,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
egauge,egauge.dox.egaugePP,EGAUGE點屬性,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\egauge\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.description,來自加拿大環境環境網頁的資料來源的資料來源,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.desc,加拿大環境部,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.dsconn,站台ID {0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.stationId,站台ID,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,dsEdit.envcands,Environment Canada,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,dsEdit.envcandsPoint,Environment Canada Data Point,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr,屬性,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.temp,溫度,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.dewPointTemp,露點溫度,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.relHum,相對濕度,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.windDir,風向,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.windSpeed,風速,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.visibility,能見度,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.stnPress,站台壓力,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.humidex,humidex,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.windChill,風冷,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.attr.weather,天氣,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.retrievalError,錯誤檢索天氣資料：{1},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.dataStartTime,資料開始時間,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,envcands.event.noTemperatureData,資料開始時間沒有站台的溫度資料。,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,dox.envCanDS,Environment Canada Data Source,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
envcands,dox.envCanPP,Environment Canada Point Properties,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\envcands\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.description,用於建立和編輯點Excel報告的頁面。,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.email,電子郵件,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.emailModelScript,電子郵件模型腳本,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.emailRecipients,電子郵件收件人,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.emport.point.missingAttr,報告點缺少屬性''{0}''',applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.emport.pointDNE,不存在帶有XID'{0}'的Excel報告點,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.event.licenseBreach,Excel報告模塊建立了太多範本， Mango 將在{0}關閉，請刪除範本並重新啟動。,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.event.licenseViolated,Excel Reports Module的範本比存在更少的範本許可。刪除範本以再次具有模塊功能。,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.failureReason,失敗：{0},applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.finishedReports,完成 /過程中報告,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.license.limitReached,達到{0}的許可限制，您已經有{1}範本（S）,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
excelReports,excelreports.noInstances,沒有報告實體列出,applied,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties,D:\Users\threesecond\OneDrive\Github\Mango_v3_i18n_zh\modules\excelReports\classes\i18n_zh.properties.apply.20250929171325.bak
