module,key,old_zh,proposed_translation,action
envcands,envcands.attr.dewPointTemp,露點溫度,露點溫度,no_change
envcands,envcands.attr.relHum,相對濕度,相對濕度,no_change
envcands,envcands.attr.windDir,風向,風向,no_change
envcands,envcands.attr.windSpeed,風速,風速,no_change
envcands,envcands.attr.visibility,能見度,能見度,no_change
envcands,envcands.attr.stnPress,車站壓力,站台壓力,will_replace
envcands,envcands.attr.humidex,humidex,humidex,no_change
envcands,envcands.attr.windChill,風冷,風冷,no_change
envcands,envcands.attr.weather,天氣,天氣,no_change
envcands,envcands.retrievalError,錯誤檢索天氣數據：{1},錯誤檢索天氣資料：{1},will_replace
envcands,envcands.dataStartTime,數據開始時間,資料開始時間,will_replace
envcands,envcands.event.noTemperatureData,數據開始時間沒有電台的溫度數據。,資料開始時間沒有站台的溫度資料。,will_replace
envcands,dox.envCanDS,加拿大環境部數據源,Environment Canada Data Source,will_replace
envcands,dox.envCanPP,加拿大環境,Environment Canada Point Properties,will_replace
excelReports,excelreports.description,用於創建和編輯點Excel報告的頁面。,用於建立和編輯點Excel報告的頁面。,will_replace
excelReports,excelreports.email,電子郵件,電子郵件,no_change
excelReports,excelreports.emailModelScript,電子郵件模型腳本,電子郵件模型腳本,no_change
excelReports,excelreports.emailRecipients,電子郵件收件人,電子郵件收件人,no_change
excelReports,excelreports.emport.point.missingAttr,報告點缺少屬性''{0}''',報告點缺少屬性''{0}''',no_change
excelReports,excelreports.emport.pointDNE,不存在帶有XID'{0}'的Excel報告點,不存在帶有XID'{0}'的Excel報告點,no_change
excelReports,excelreports.event.licenseBreach,Excel報告模塊創建了太多模板，芒果將在{0}關閉，請刪除模板並重新啟動。,Excel報告模塊建立了太多範本， Mango 將在{0}關閉，請刪除範本並重新啟動。,will_replace
excelReports,excelreports.event.licenseViolated,Excel Reports Module的模板比存在更少的模板許可。刪除模板以再次具有模塊功能。,Excel Reports Module的範本比存在更少的範本許可。刪除範本以再次具有模塊功能。,will_replace
excelReports,excelreports.failureReason,失敗：{0},失敗：{0},no_change
excelReports,excelreports.finishedReports,完成 /過程中報告,完成 /過程中報告,no_change
excelReports,excelreports.license.limitReached,達到{0}的許可限制，您已經有{1}模板（S）,達到{0}的許可限制，您已經有{1}範本（S）,will_replace
excelReports,excelreports.noInstances,沒有報告實例列出,沒有報告實體列出,will_replace
excelReports,excelreports.noPoints,沒有添加積分,沒有新增點,will_replace
excelReports,excelreports.noRecipientsToList,沒有收件人列出,沒有收件人列出,no_change
excelReports,excelreports.noTemplates,沒有列出的模板,沒有列出的範本,will_replace
excelReports,excelreports.noTimePeriods,沒有列出的時間段,沒有列出的時間段,no_change
excelReports,excelreports.notSpecified,未指定,未指定,no_change
excelReports,excelreports.postProcessingScript,後處理腳本,後處理腳本,no_change
excelReports,excelreports.reportRecords,記錄,記錄,no_change
excelReports,excelreports.reportState,狀態,狀態,no_change
excelReports,excelreports.reportState.timePeriodNotSpecified,未指定一個或多個時間段。,未指定一個或多個時間段。,no_change
excelReports,excelreports.reportState.queued,排隊,排隊,no_change
excelReports,excelreports.runDuration,運行持續時間（MS）,執行持續時間（MS）,will_replace
excelReports,excelreports.runTimeStart,運行時間開始,執行時間開始,will_replace
excelReports,excelreports.scheduleThisTemplate,安排此模板要定期運行,安排此範本要定期執行,will_replace
excelReports,excelreports.specific,具體的,具體的,no_change
excelReports,excelreports.template,模板,範本,will_replace
excelReports,excelreports.templateEditPermission,編輯權限,編輯權限,no_change
excelReports,excelreports.templateFile,模板文件,範本檔案,will_replace
excelReports,excelreports.templates,報告模板,報告範本,will_replace
excelReports,excelreports.timePeriod,時間段,時間段,no_change
excelReports,excelreports.timePeriodName,時間段{0},時間段{0},no_change
excelReports,excelreports.timePeriods,時間段,時間段,no_change
excelReports,excelreports.timeValuesLocation,時間值的位置,時間值的位置,no_change
excelReports,excelreports.uploading,上傳{0},上傳{0},no_change
excelReports,excelreports.current,當前的,當前的,no_change
excelReports,excelreports.ago,前,前,no_change
excelReports,excelreports.timeSeries,時間序列,時間序列,no_change
excelReports,excelreports.scheduledReport,計劃報告 -  {0},計劃報告 -  {0},no_change
excelReports,excelreports.setPointAnnotation,Excel報告XID {0},Excel報告XID {0},no_change
excelReports,excelreports.runReport,運行並下載報告“ {0}”,執行並下載報告“ {0}”,will_replace
excelReports,excelreports.errorRunningReport,錯誤運行報告：{0},錯誤執行報告：{0},will_replace
excelReports,excelreports.runExcelReport,運行Excel報告,執行Excel報告,will_replace
excelReports,excelreports.filesCount,已完成的Excel報告實例文件的數量,已完成的Excel報告實體檔案的數量,will_replace
excelReports,excelreports.filesSize,Excel報告目錄的磁盤大小（字節）,Excel報告目錄的磁盤大小（字節）,no_change
excelReports,excelreports.templateFilesCount,Excel報告模板的數量,Excel報告範本的數量,will_replace
excelReports,excelreports.templateFilesSize,Excel報告模板的磁盤尺寸（字節）,Excel報告範本的磁盤尺寸（字節）,will_replace
excelReports,excelreports.pointsSelected,選擇數據點（{0}當前​​選擇的點）,選擇資料點（{0}當前​​選擇的點）,will_replace
excelReports,excelreports.validate.dateRangeMustBeSpecified,預定報告所需的日期範圍,預定報告所需的日期範圍,no_change
excelReports,excelreports.validate.invalidMailingList,無效的郵件列表,無效的郵件列表,no_change
excelReports,excelreports.validate.invalidRelativeDateType,無效的相對日期類型,無效的相對日期類型,no_change
excelReports,excelreports.validate.invalidRollup,無效的匯總設置,無效的匯總設定,will_replace
excelReports,excelreports.validate.invalidTimePeriod,無效時間,無效時間,no_change
excelReports,excelreports.validate.nameCannotBeEmpty,名稱不能為空,名稱不能為空,no_change
excelReports,excelreports.validate.needPoint,至少必須添加一個點,至少必須新增一個點,will_replace
excelReports,excelreports.validate.needRecip,必須至少添加一個收件人,必須至少新增一個收件人,will_replace
excelReports,excelreports.validate.needFile,必須添加有效的Excel文件,必須新增有效的Excel檔案,will_replace
excelReports,excelreports.validate.needEmailTemplate,必須添加有效的電子郵件模板文件,必須新增有效的電子郵件範本檔案,will_replace
excelReports,excelreports.validate.needTimeSerie,必須至少添加一個時間段,必須至少新增一個時間段,will_replace
excelReports,excelreports.validate.needNamedRange,時間值必須填充,時間值必須填充,no_change
excelReports,excelreports.validate.periodCountLessThan1,週期數不能小於1,週期數不能小於1,no_change
excelReports,excelreports.validate.rangeAlreadyAssigned,範圍與已分配的名稱{0},範圍與已分配的名稱{0},no_change
excelReports,excelreports.validate.rangeDoesNotExist,模板中不存在命名範圍,範本中不存在命名範圍,will_replace
excelReports,excelreports.validate.reportFileDNE,未找到報告文件,未找到報告檔案,will_replace
excelReports,excelreports.validate.scriptError,腳本中的語法錯誤：{0},腳本中的語法錯誤：{0},no_change
excelReports,excelreports.validate.templateDNE,未找到報告模板文件,未找到報告範本檔案,will_replace
excelReports,excelreports.validate.templateFileError,模板文件錯誤{0},範本檔案錯誤{0},will_replace
excelReports,excelreports.validate.templateInvalidFileType,模板文件不是Excel文件,範本檔案不是Excel檔案,will_replace
excelReports,excelreports.validate.userDNE,用戶不存在,用戶不存在,no_change
excelReports,excelreports.validate.unmatchedNamedRange,沒有兼容的名稱範圍為“ {0}'',沒有兼容的名稱範圍為“ {0}'',no_change
excelReports,excelreports.validate.invalidNamedRangePeriod,命名範圍'{0}'''無效，否'。 '',命名範圍'{0}'''無效，否'。 '',no_change
excelReports,excelreports.validate.invalidNamedRangeEmpty,不能有空名稱範圍,不能有空名稱範圍,no_change
excelReports,excelreports.validate.incompatibleRollupForDataType,點{0}的數據類型的不兼容匯總,點{0}的資料類型的不兼容匯總,will_replace
excelReports,excelreports.emport.templateVoDNE,未找到的XID {0}的報告模板,未找到的XID {0}的報告範本,will_replace
excelReports,excelreports.emport.specificRangeIncomplete,您必須指定年開始和結束的年，每月，每日，小時，分鐘和第二個,您必須指定年開始和結束的年，每月，每日，小時，分鐘和第二個,no_change
excelReports,excelreports.ui.activeReportTemplate,ActiveRePortTeptlate,ActiveRePortTeptlate,no_change
excelReports,excelreports.ui.inactiveReportTemplate,InactiverePortTepplate,InactiverePortTepplate,no_change
excelReports,excelreports.ui.editTemplate,編輯模板'{0}',編輯範本'{0}',will_replace
excelReports,excelreports.ui.periodType,週期類型,週期類型,no_change
excelReports,excelreports.ui.periodCount,時期計數,時期計數,no_change
excelReports,excelreports.ui.rollup,滾動,滾動,no_change
excelReports,excelreports.ui.rollupType,滾動類型,滾動類型,no_change
excelReports,excelreports.ui.rollupPeriod,匯總期,匯總期,no_change
excelReports,excelreports.ui.locationForTimeValues,時間值的位置,時間值的位置,no_change
excelReports,excelreports.ui.exportId,導出ID（XID）,導出ID（XID）,no_change
excelReports,excelreports.ui.reportTemplateNotSaved,報告模板未保存 -  {0},報告範本未保存 -  {0},will_replace
excelReports,excelreports.ui.reportTemplateDeleted,報告模板已刪除,報告範本已刪除,will_replace
excelReports,excelreports.ui.reportTemplateNotDeleted,報告模板未刪除,報告範本未刪除,will_replace
excelReports,excelreports.ui.confirmDeleteTemplate,刪除模板？,刪除範本？,will_replace
excelReports,excelreports.ui.watch,手錶,手錶,no_change
excelReports,excelreports.ui.selectTemplateFile,選擇模板文件,選擇範本檔案,will_replace
excelReports,excelreports.ui.editNameAndPermissions,編輯名稱，XID和權限,編輯名稱，XID和權限,no_change
excelReports,excelreports.ui.showScript,顯示腳本,顯示腳本,no_change
excelReports,excelreports.ui.reportNotDeleted,報告未刪除,報告未刪除,no_change
excelReports,systemSettings.excelreports.purgeUsingSettings,現在使用清除設置清除報告？,現在使用清除設定清除報告？,will_replace
excelReports,systemSettings.excelreports.workItemPriority,工作項目優先級,工作項目優先級,no_change
excelReports,systemSettings.excelreports.purgeSuccess,{刪除，複數，= 0 {none delete} = 1 {刪除1報告}其他{刪除＃Reports}}}},{刪除，複數，= 0 {none delete} = 1 {刪除1報告}其他{刪除＃Reports}}}},no_change
excelReports,permission.exception.excelreports.readReport,用戶''{0}''無權閱讀報告,用戶''{0}''無權讀取報告,will_replace
excelReports,permission.exception.excelreports.editReportTemplate,用戶''{0}''沒有權限編輯報告模板,用戶''{0}''沒有權限編輯報告範本,will_replace
excelReports,permission.exception.excelreports.notReportTemplateOwner,用戶''{0}'不是報告模板所有者,用戶''{0}'不是報告範本所有者,will_replace
excelReports,permission.exception.excelreports.notReportOwner,用戶'{0}'不是報告所有者,用戶'{0}'不是報告所有者,no_change
excelReports,excelReports.postProcessingUtility.sheetNotFound,{0}找不到,{0}找不到,no_change
excelReports,excelReports.postProcessingUtility.setSheetValue,將{0}設置為表格：{1}列：{2}行：{3},將{0}設定為表格：{1}列：{2}行：{3},will_replace
excelReports,excelReports.postProcessingUtility.setNamedRangeValue,將{0}設置為範圍：{1},將{0}設定為範圍：{1},will_replace
excelReports,excelReports.postProcessingUtility.namedRangeNotOpen,在寫信之前必須致電opennamedrange,在寫入信之前必須致電opennamedrange,will_replace
excelReports,excelReports.templateFileStore.description,Excel報告模板,Excel報告範本,will_replace
excelReports,excelReports.fileStore.description,Excel報告,Excel報告,no_change
excelReports,excelReports.fileStoreWritePermission,excel報告文件存儲寫入許可,excel報告檔案存儲寫入入許可,will_replace
excelReports,excelReports.fileStoreReadPermission,Excel報告文件商店閱讀許可,Excel報告檔案商店讀取許可,will_replace
excelReports,excelReports.handler,Excel報告,Excel報告,no_change
excelReports,reports.handler.selectReportTemplates,選擇報告模板,選擇報告範本,will_replace
galil,galil-ds.description,投票和控制Galil設備的數據源,輪詢和控制Galil設備的資料來源,will_replace
galil,dox.galilPP,Galil點特性,Galil點特性,no_change
galil,dox.galilDS,Galil數據源,Galil資料來源,will_replace
galil,dsEdit.galil,Galil DMC-21X2,Galil DMC-21X2,no_change
galil,dsEdit.galil.type,類型,類型,no_change
galil,dsEdit.galil.desc,Galil數據源屬性,Galil資料來源屬性,will_replace
galil,dsEdit.galil.host,主持人,主機,will_replace
galil,dsEdit.galil.port,港口,埠號,will_replace
galil,dsEdit.galil.timeout,超時（MS）,逾時（MS）,will_replace
galil,dsEdit.galil.retries,重試,重試,no_change
galil,dsEdit.galil.commandTesting,Galil命令測試,Galil命令測試,no_change
galil,dsEdit.galil.command,命令,命令,no_change
galil,dsEdit.galil.execute,執行命令,執行命令,no_change
galil,dsEdit.galil.pointType,點類型,點類型,no_change
galil,dsEdit.galil.pointType.command,命令,命令,no_change
galil,dsEdit.galil.pointType.input,輸入,輸入,no_change
galil,dsEdit.galil.pointType.output,輸出,輸出,no_change
galil,dsEdit.galil.pointType.tellPosition,告訴位置,告訴位置,no_change
galil,dsEdit.galil.pointType.variable,多變的,多變的,no_change
galil,dsEdit.galil.inputNumber,輸入號,輸入號,no_change
galil,dsEdit.galil.scaleLow,縮放原始低價值,縮放原始低數值,will_replace
galil,dsEdit.galil.scaleHigh,縮放原始高價值,縮放原始高數值,will_replace
galil,dsEdit.galil.engLow,比例工程單位低價值,比例工程單位低數值,will_replace
galil,dsEdit.galil.engHigh,比例工程單位高價值,比例工程單位高數值,will_replace
galil,dsEdit.galil.outputNumber,輸出編號,輸出編號,no_change
galil,dsEdit.galil.axis,軸,軸,no_change
galil,dsEdit.galil.round,圓向整數,圓向整數,no_change
galil,dsEdit.galil.varName,可變名稱,可變名稱,no_change
galil,dsEdit.galil.tester.timeout,（在要求期間超時）,（在要求期間逾時）,will_replace
galil,dsEdit.galil.tester.noResponse,（錯誤響應）,（錯誤響應）,no_change
galil,event.galil.errorResponse,{0}點的錯誤響應,{0}點的錯誤響應,no_change
galil,event.galil.parsingError,錯誤的解析響應{0}，響應= {1},錯誤的解析響應{0}，響應= {1},no_change
galil,event.galil.setRequest,無法創建點{0}的設置請求，value = {1},無法建立點{0}的設定請求，value = {1},will_replace
galil,event.galil.setResponse,set Point {0}的錯誤響應,set Point {0}的錯誤響應,no_change
galil,event.galil.sendError,錯誤設置點{0}：{1},錯誤設定點{0}：{1},will_replace
galil,event.galil.connectionError,Galil連接中的例外：{0},Galil連接中的例外：{0},no_change
galil,event.galil.unexpected,意外結果，結果= {0},意外結果，結果= {0},no_change
galil,event.galil.numericParse,錯誤解析到數字：{0},錯誤解析到數字：{0},no_change
galil,event.galil.setPointFailed,無法設置點{0}：{1},無法設定點{0}：{1},will_replace
galil,validate.axis.invalid,必須是A，B，C，D，E，F，G或H之一,必須是A，B，C，D，E，F，G或H之一,no_change
graphicalViews,graphicalViews.description,添加了使用拖放接口創建點的圖形視圖的能力。,新增了使用拖放接口建立點的圖形視圖的能力。,will_replace
graphicalViews,header.views,圖形視圖,圖形視圖,no_change
graphicalViews,dox.editingGraphicalViews,編輯圖形視圖,編輯圖形視圖,no_change
graphicalViews,dox.pointViewSettingsEditor,點視圖設置編輯器,點視圖設定編輯器,will_replace
graphicalViews,dox.graphicalViews,圖形視圖,圖形視圖,no_change
graphicalViews,dox.viewSharing,查看共享,檢視共享,will_replace
graphicalViews,dox.serversidescriptexamples,服務器端腳本示例,伺服器端腳本示例,will_replace
graphicalViews,views.title,圖形視圖,圖形視圖,no_change
graphicalViews,views.newView,新視圖,新視圖,no_change
graphicalViews,views.noViews,您尚未創建任何圖形視圖。創建一個<a href =“ view_edit.shtm”>現在</a>。,您尚未建立任何圖形視圖。建立一個<a href =“ view_edit.shtm”>現在</a>。,will_replace
graphicalViews,viewEdit.editView,編輯視圖,編輯視圖,no_change
graphicalViews,viewEdit.deleteView,將自己從視圖的共享列表中刪除,將自己從視圖的共享列表中刪除,no_change
graphicalViews,viewEdit.viewProperties,查看屬性,檢視屬性,will_replace
graphicalViews,viewEdit.name,姓名,名稱,will_replace
graphicalViews,viewEdit.background,背景圖像,背景圖像,no_change
graphicalViews,viewEdit.upload,上傳圖像,上傳圖像,no_change
graphicalViews,viewEdit.clearImage,清晰的圖像,清晰的圖像,no_change
graphicalViews,viewEdit.anonymous,匿名訪問,匿名存取,will_replace
graphicalViews,viewEdit.viewComponents,成分,成分,no_change
graphicalViews,viewEdit.addViewComponent,添加組件以查看,新增組件以檢視,will_replace
graphicalViews,viewEdit.editPointView,編輯點組件設置,編輯點組件設定,will_replace
graphicalViews,viewEdit.editGraphicalRenderer,編輯圖形渲染器,編輯圖形渲染器,no_change
graphicalViews,viewEdit.deletePointView,刪除點組件,刪除點組件,no_change
graphicalViews,viewEdit.editStaticView,編輯靜態內容,編輯靜態內容,no_change
graphicalViews,viewEdit.deleteStaticView,刪除靜態內容,刪除靜態內容,no_change
graphicalViews,viewEdit.iconify,Iconify組件,Iconify組件,no_change
graphicalViews,viewEdit.chooseImage,請選擇要上傳的圖像,請選擇要上傳的圖像,no_change
graphicalViews,viewEdit.confirmDelete,您確定要刪除此圖形視圖嗎？,您確定要刪除此圖形視圖嗎？,no_change
graphicalViews,viewEdit.confirmSaved,圖形視圖已保存,圖形視圖已保存,no_change
graphicalViews,viewEdit.settings.editor,設置編輯器,設定編輯器,will_replace
graphicalViews,viewEdit.settings.point,觀點,點,will_replace
graphicalViews,viewEdit.settings.nameOverride,點名稱覆蓋,點名稱覆蓋,no_change
graphicalViews,viewEdit.settings.settableOverride,可設置的覆蓋,可設定的覆蓋,will_replace
graphicalViews,viewEdit.settings.background,背景顏色,背景顏色,no_change
graphicalViews,viewEdit.settings.displayControls,顯示控件,顯示控件,no_change
graphicalViews,viewEdit.settings.updatePeriod,更新期,更新期,no_change
graphicalViews,viewEdit.graphic.editor,圖形渲染器編輯器,圖形渲染器編輯器,no_change
graphicalViews,viewEdit.graphic.displayText,顯示文字,顯示文字,no_change
graphicalViews,viewEdit.graphic.imageSet,圖像集,圖像集,no_change
graphicalViews,viewEdit.graphic.dynamicImage,動態圖像,動態圖像,no_change
graphicalViews,viewEdit.graphic.imageSample,圖像樣本,圖像樣本,no_change
graphicalViews,viewEdit.graphic.images,圖像,圖像,no_change
graphicalViews,viewEdit.graphic.zero,零圖像,零圖像,no_change
graphicalViews,viewEdit.graphic.one,一張圖像,一張圖像,no_change
graphicalViews,viewEdit.graphic.state,圖像/狀態分配,圖像/狀態分配,no_change
graphicalViews,viewEdit.graphic.image,圖像,圖像,no_change
graphicalViews,viewEdit.graphic.stateList,狀態列表,狀態列表,no_change
graphicalViews,viewEdit.graphic.default,預設,預設,no_change
graphicalViews,viewEdit.graphic.min,最小,最小,no_change
graphicalViews,viewEdit.graphic.max,最大限度,最大限度,no_change
graphicalViews,viewEdit.graphic.scale,比例百分比,比例百分比,no_change
graphicalViews,viewEdit.graphic.script,腳本,腳本,no_change
graphicalViews,viewEdit.graphic.displayPointName,顯示點名稱,顯示點名稱,no_change
graphicalViews,viewEdit.graphic.styleAttribute,樣式屬性,樣式屬性,no_change
graphicalViews,viewEdit.graphic.missingImageSet,您必須選擇一個圖像集,您必須選擇一個圖像集,no_change
graphicalViews,viewEdit.graphic.missingDynamicImage,您必須選擇動態圖像,您必須選擇動態圖像,no_change
graphicalViews,viewEdit.graphic.missingZeroImage,必須選擇零圖像,必須選擇零圖像,no_change
graphicalViews,viewEdit.graphic.missingOneImage,必須選擇一個圖像,必須選擇一個圖像,no_change
graphicalViews,viewEdit.graphic.missingDefault,必須選擇默認圖像,必須選擇預設圖像,will_replace
graphicalViews,viewEdit.graphic.invalidState,無可避免的狀態價值,無可避免的狀態數值,will_replace
graphicalViews,viewEdit.graphic.missingMin,必須輸入最小,必須輸入最小,no_change
graphicalViews,viewEdit.graphic.missingMax,最大必須輸入,最大必須輸入,no_change
graphicalViews,viewEdit.graphic.invalidMinMax,最小必須小於最大,最小必須小於最大,no_change
graphicalViews,viewEdit.graphic.missingScale,必須輸入比例百分比,必須輸入比例百分比,no_change
graphicalViews,viewEdit.graphic.invalidScale,比例百分比不能小於1,比例百分比不能小於1,no_change
graphicalViews,viewEdit.graphic.missingScript,必須輸入腳本,必須輸入腳本,no_change
graphicalViews,viewEdit.graphic.noConfig,此渲染器沒有配置,此渲染器沒有配置,no_change
graphicalViews,viewEdit.static.editor,靜態內容編輯器,靜態內容編輯器,no_change
graphicalViews,viewEdit.compound.editor,複合組件編輯器,複合組件編輯器,no_change
graphicalViews,viewEdit.compound.name,姓名,名稱,will_replace
graphicalViews,viewEdit.compound.backgroundColour,背景顏色,背景顏色,no_change
graphicalViews,viewEdit.compound.width,寬度,寬度,no_change
graphicalViews,viewEdit.compound.height,高度,高度,no_change
graphicalViews,viewEdit.compound.duration,期間,期間,no_change
graphicalViews,viewEdit.permissions,權限,權限,no_change
graphicalViews,viewEdit.permissions.edit,編輯,編輯,no_change
graphicalViews,viewEdit.permissions.read,讀,讀,no_change
graphicalViews,viewEdit.permissions.set,放,放,no_change
graphicalViews,viewEdit.validate.ungrantedPermissionRemoved,無法刪除您尚未擁有的權限：{0},無法刪除您尚未擁有的權限：{0},no_change
graphicalViews,emport.view.prefix,查看''{0}''：{1},檢視''{0}''：{1},will_replace
graphicalViews,emport.view.missingType,使用Xid''{0}''查看尚不存在，並且沒有“類型”值。有效類型是{1},使用Xid''{0}''檢視尚不存在，並且沒有“類型”值。有效類型是{1},will_replace
graphicalViews,emport.error.viewShare.missing,缺少''{0}''在視圖共享中,缺少''{0}''在視圖共享中,no_change
graphicalViews,share.noViewUsers,此觀點當前未共享,此點當前未共享,will_replace
graphicalViews,publicView.notFound,未找到指定的視圖或無法匿名查看。您是否具有正確的ViewID，ViewName或ViewXid參數？,未找到指定的視圖或無法匿名檢視。您是否具有正確的ViewID，ViewName或ViewXid參數？,will_replace
graphicalViews,graphic.analogGraphic,模擬圖形,類比圖形,will_replace
graphicalViews,graphic.binaryGraphic,二進製圖形,二進製圖形,no_change
graphicalViews,graphic.multistateGraphic,多標圖,多標圖,no_change
graphicalViews,graphic.thumbnailImage,縮略圖圖像,縮略圖圖像,no_change
graphicalViews,graphic.dynamicGraphic,動態圖形,動態圖形,no_change
graphicalViews,graphic.script,服務器端腳本,伺服器端腳本,will_replace
graphicalViews,graphic.simple,簡單的觀點,簡單的點,will_replace
graphicalViews,graphic.simpleImage,圖像,圖像,no_change
graphicalViews,graphic.html,html,HTML,will_replace
graphicalViews,graphic.wirelessTempHumSensor,無線溫度/濕度傳感器,無線溫度/濕度傳感器,no_change
graphicalViews,graphic.wirelessTempHumSensor.staticText,靜態文字,靜態文字,no_change
graphicalViews,graphic.wirelessTempHumSensor.battery,電池,電池,no_change
graphicalViews,graphic.wirelessTempHumSensor.signal,訊號,訊號,no_change
graphicalViews,graphic.wirelessTempHumSensor.temperature,溫度,溫度,no_change
graphicalViews,graphic.wirelessTempHumSensor.humidity,濕度,濕度,no_change
graphicalViews,graphic.simpleCompound,簡單化合物,簡單化合物,no_change
graphicalViews,graphic.simpleCompound.leadPoint,牽頭,牽頭,no_change
graphicalViews,graphic.simpleCompound.subPoint1,子點1,子點1,no_change
graphicalViews,graphic.simpleCompound.subPoint2,子點2,子點2,no_change
graphicalViews,graphic.simpleCompound.subPoint3,子點3,子點3,no_change
graphicalViews,graphic.simpleCompound.subPoint4,子點4,子點4,no_change
graphicalViews,graphic.simpleCompound.subPoint5,子點5,子點5,no_change
graphicalViews,graphic.simpleCompound.subPoint6,子點6,子點6,no_change
graphicalViews,graphic.simpleCompound.subPoint7,子點7,子點7,no_change
graphicalViews,graphic.simpleCompound.subPoint8,子點8,子點8,no_change
graphicalViews,graphic.simpleCompound.subPoint9,子點9,子點9,no_change
graphicalViews,graphic.simpleCompound.subPoint10,子點10,子點10,no_change
graphicalViews,graphic.imageChart,圖像圖,圖像圖,no_change
graphicalViews,graphic.imageChart.point1,點1,點1,no_change
graphicalViews,graphic.imageChart.point2,點2,點2,no_change
graphicalViews,graphic.imageChart.point3,點3,點3,no_change
graphicalViews,graphic.imageChart.point4,點4,點4,no_change
graphicalViews,graphic.imageChart.point5,點5,點5,no_change
graphicalViews,graphic.imageChart.point6,點6,點6,no_change
graphicalViews,graphic.imageChart.point7,點7,點7,no_change
graphicalViews,graphic.imageChart.point8,點8,點8,no_change
graphicalViews,graphic.imageChart.point9,點9,點9,no_change
graphicalViews,graphic.imageChart.point10,點10,點10,no_change
graphicalViews,graphic.permission.view,圖形視圖權限,圖形視圖權限,no_change
graphicalViews,graphic.permission.upload,圖形視圖上傳權限,圖形視圖上傳權限,no_change
graphicalViews,graphic.permission.addView,圖形視圖添加視圖權限,圖形視圖新增視圖權限,will_replace
graphicalViews,graphic.permission.noUploadAccess,沒有上傳許可,沒有上傳許可,no_change
graphicalViews,emport.error.component.incompatibleDataType,帶有“ XID”'''''{0}'的數據點具有與視圖組件類型不兼容的數據類型'{1}'''{1}''',帶有“ XID”'''''{0}'的資料點具有與視圖組件類型不兼容的資料類型'{1}'''{1}''',will_replace
graphicalViews,emport.error.compound.invalidChildId,對於類型'{1}''的複合視圖組件，無效的子ID'{0}'''。有效ID是{2},對於類型'{1}''的複合視圖組件，無效的子ID'{0}'''。有效ID是{2},no_change
graphicalViews,emport.error.component.unknownDynamicImage,找不到動態圖像ID'{0}''。已知的動態圖像ID為{1},找不到動態圖像ID'{0}''。已知的動態圖像ID為{1},no_change
graphicalViews,emport.error.component.unknownImageSet,圖像設置ID''{0}'找不到。已知的圖像集ID為{1},圖像設定ID''{0}'找不到。已知的圖像集ID為{1},will_replace
graphicalViews,emport.error.component.imageIndex,圖像索引{0}對於圖像集'{1}''太高。有效值為0至{2},圖像索引{0}對於圖像集'{1}''太高。有效值為0至{2},no_change
graphicalViews,emport.error.component.missing,查看組件必須具有'{0}''。有效值為{1},檢視組件必須具有'{0}''。有效值為{1},will_replace
graphicalViews,emport.error.component.invalid,視圖組件具有無效的'{0}'''{1}''的值。有效值為{2},視圖組件具有無效的'{0}'''{1}''的值。有效值為{2},no_change
graphicalViews,emport.error.component.imageChart.missing,圖像圖組件必須具有'{0}''。有效值為{1},圖像圖組件必須具有'{0}''。有效值為{1},no_change
graphicalViews,emport.error.component.imageChart.invalid,圖像圖組件具有無效的'{0}'''{1}''的值。有效值為{2},圖像圖組件具有無效的'{0}'''{1}''的值。有效值為{2},no_change
graphicalViews,viewEdit.copyView,複製視圖,複製視圖,no_change
http,http.description,HTTP協議的數據源和發布者,HTTP協議的資料來源和發布者,will_replace
http,dox.httpSenderPublishing,HTTP發送者出版,HTTP發送者出版,no_change
http,dox.httpRetrieverDS,HTTP檢索數據源,HTTP檢索資料來源,will_replace
http,dox.httpRetrieverPP,http檢索點屬性,http檢索點屬性,no_change
http,dox.httpReceiverDS,HTTP接收器數據源,HTTP接收器資料來源,will_replace
http,dox.httpReceiverPP,HTTP接收方屬性,HTTP接收方屬性,no_change
http,dox.httpJsonReceiverDS,HTTP JSON接收器數據源,HTTP JSON接收器資料來源,will_replace
http,dox.httpJsonReceiverPP,HTTP JSON接收器點屬性,HTTP JSON接收器點屬性,no_change
http,dox.httpJsonRetrieverDS,HTTP JSON RETRIEVER數據源,HTTP JSON RETRIEVER資料來源,will_replace
http,dox.httpJsonRetrieverPP,http json回收者點屬性,http json回收者點屬性,no_change
http,dox.httpImageDS,HTTP圖像數據源,HTTP圖像資料來源,will_replace
http,dox.httpImagePP,HTTP圖像點屬性,HTTP圖像點屬性,no_change
http,dsEdit.httpImage,HTTP圖像,HTTP圖像,no_change
http,dsEdit.httpImagePoint,HTTP圖像數據點,HTTP圖像資料點,will_replace
http,dsEdit.httpImage.dsconn,圖像流每個{0},圖像流每個{0},no_change
http,dsEdit.httpImage.desc,HTTP圖像屬性,HTTP圖像屬性,no_change
http,dsEdit.httpImage.url,URL,URL,no_change
http,dsEdit.httpImage.openUrl,打開URL,打開URL,no_change
http,dsEdit.httpImage.timeout,超時（秒）,逾時（秒）,will_replace
http,dsEdit.httpImage.retries,重試,重試,no_change
http,dsEdit.httpImage.scalingType,縮放類型,縮放類型,no_change
http,dsEdit.httpImage.scalingType.none,沒有任何,沒有任何,no_change
http,dsEdit.httpImage.scalingType.percent,百分比,百分比,no_change
