module,key,old_zh,proposed_translation,action
dataPointDetailsView,datapointdetailsview.rollup.delta,三角洲,三角洲,no_change
dataPointDetailsView,datapointdetailsview.rollup.sum,和,和,no_change
dataPointDetailsView,datapointdetailsview.rollup.integral,不可缺少的,不可缺少的,no_change
dataPointDetailsView,datapointdetailsview.graphType.step,步,步,no_change
dataPointDetailsView,datapointdetailsview.graphType.line,線,線,no_change
dataPointDetailsView,datapointdetailsview.graphType.smoothedLine,平滑線,平滑線,no_change
dataPointDetailsView,datapointdetailsview.graphType.column,酒吧,酒吧,no_change
dataPointDetailsView,datapointdetailsview.graphType.accumulator,累加器,累加器,no_change
dataPointDetailsView,datapointdetailsview.history.useInHistory,在歷史表中使用這些設定,在歷史表中使用這些設定,no_change
dataPointDetailsView,datapointdetailsview.history.realtime,實時歷史,實時歷史,no_change
dataPointDetailsView,datapointdetailsview.history.history,歷史,歷史,no_change
dataPointDetailsView,datapointdetailsview.history.noDataFound,找不到資料,找不到資料,no_change
dataPointDetailsView,datapointdetailsview.validate.incorrectFormat,這一點的格式不正確,這一點的格式不正確,no_change
dataPointDetailsView,datapointdetailsview.searchPointsBy,搜尋,搜尋,no_change
dataPointDetailsView,datapointdetailsview.error.tooManyPointValuesToChart,無法圖表{0}點值。限制為{1}。使用匯總或導出資料。,無法圖表{0}點值。限制為{1}。使用匯總或導出資料。,no_change
dataPointDetailsView,datapointdetailsview.error.errorSavingPoint,錯誤保存點值：'{0}'{1}。,錯誤保存點值：'{0}'{1}。,no_change
dataPointDetailsView,datapointdetailsview.error.errorSavingNote,錯誤保存注意：'{0}',錯誤保存注意：'{0}',no_change
dataPointDetailsView,datapointdetailsview.error.noData,沒有範圍的資料,沒有範圍的資料,no_change
dataPointDetailsView,datapointdetailsview.error.requestFailed,請求失敗：{0},請求失敗：{0},no_change
dataPointDetailsView,datapointdetailsview.error.errorLoadingData,載入資料有一個錯誤：{0},載入資料有一個錯誤：{0},no_change
dataPointDetailsView,datapointdetailsview.notes.noteTitle,{0}由{1},{0}由{1},no_change
dataPointDetailsView,datapointdetailsview.notes.enterANote,輸入註釋,輸入註釋,no_change
dataPointDetailsView,datapointdetailsview.notes.noNotes,找不到筆記,找不到筆記,no_change
dataPointDetailsView,datapointdetailsview.stats.startsAndRuntimes,概括,概括,no_change
dataPointDetailsView,datapointdetailsview.stats.proportion,部分,部分,no_change
dataPointDetailsView,datapointdetailsview.permissions,資料點詳細資訊檢視權限,資料點詳細資訊檢視權限,no_change
deviceConfig,deviceConfig.description,設備配置和範本,設備配置和範本,no_change
deviceConfig,deviceConfig.voltagePrimary,電壓初級,電壓初級,no_change
deviceConfig,deviceConfig.voltageSecondary,電壓次級,電壓次級,no_change
deviceConfig,deviceConfig.currentPrimary,當前主要,當前主要,no_change
deviceConfig,deviceConfig.currentSecondary,當前次要,當前次要,no_change
deviceConfig,deviceConfig.enerPowDivider,能量/功率分隔器,能量/功率分隔器,no_change
deviceConfig,deviceConfig.connectionParameters,連接參數,連接參數,no_change
deviceConfig,deviceConfig.useExistingDatasource,使用現有資料來源,使用現有資料來源,no_change
deviceConfig,deviceConfig.deviceId,設備ID,設備ID,no_change
deviceConfig,deviceConfig.slaveId,從＃{0},從＃{0},no_change
deviceConfig,deviceConfig.hwRevision,硬體修訂,硬體修訂,no_change
deviceConfig,deviceConfig.wye,懷,懷,no_change
deviceConfig,deviceConfig.delta,三角洲,三角洲,no_change
deviceConfig,deviceConfig.singlePhase,單相,單相,no_change
deviceConfig,deviceConfig.lineFrequency,線頻率,線頻率,no_change
deviceConfig,deviceConfig.dataScalar,資料標量,資料標量,no_change
deviceConfig,deviceConfig.ctAmpsMultiplier,CT {0} AMPS乘數,CT {0} AMPS乘數,no_change
dnp3,dnp3.description,DNP3資料來源,DNP3資料來源,no_change
dnp3,dsEdit.dnp3Ip,DNP3 IP,DNP3 IP,no_change
dnp3,dsEdit.dnp3IpPoint,DNP3 IP資料點,DNP3 IP資料點,no_change
dnp3,dsEdit.dnp3Serial,DNP3系列,DNP3系列,no_change
dnp3,dsEdit.dnp3SerialPoint,DNP3序列資料點,DNP3序列資料點,no_change
dnp3,dsEdit.dnp3.descIp,DNP3 IP屬性,DNP3 IP屬性,no_change
dnp3,dsEdit.dnp3.descSerial,DNP3串行屬性,DNP3串行屬性,no_change
dnp3,dsEdit.dnp3.synchPeriods,相對靜態資料輪詢比,相對靜態資料輪詢比,no_change
dnp3,dsEdit.dnp3.scanEventsOnSync,掃描靜態資料輪詢的所有課程,掃描靜態資料輪詢的所有課程,no_change
dnp3,dsEdit.dnp3.timeout,逾時（MS）,逾時（MS）,no_change
dnp3,dsEdit.dnp3.retries,重試,重試,no_change
dnp3,dsEdit.dnp3.sourceAddress,源地址,源地址,no_change
dnp3,dsEdit.dnp3.slaveAddress,從地址,從地址,no_change
dnp3,dsEdit.dnp3Ip.host,主機,主機,no_change
dnp3,dsEdit.dnp3Ip.port,埠號,埠號,no_change
dnp3,dsEdit.dnp3Serial.baud,波特率,波特率,no_change
dnp3,dsEdit.dnp3Serial.commPortId,埠號,埠號,no_change
dnp3,dsEdit.dnp3.index,指數,指數,no_change
dnp3,dsEdit.dnp3.dataType,資料類型,資料類型,no_change
dnp3,dsEdit.dnp3.binaryInput,二進制輸入,二進制輸入,no_change
dnp3,dsEdit.dnp3.binaryOutput,二進制輸出,二進制輸出,no_change
dnp3,dsEdit.dnp3.analogInput,類比輸入,類比輸入,no_change
dnp3,dsEdit.dnp3.analogOutput,類比輸出,類比輸出,no_change
dnp3,dsEdit.dnp3.runningCounter,櫃檯,櫃檯,no_change
dnp3,dsEdit.dnp3.addMany,新增多個資料點,新增多個資料點,no_change
dnp3,dsEdit.dnp3.minIndex,最小索引,最小索引,no_change
dnp3,dsEdit.dnp3.maxIndex,最大索引,最大索引,no_change
dnp3,dsEdit.dnp3.operateMode,操作模式,操作模式,no_change
dnp3,dsEdit.dnp3.controlCommand,控制命令,控制命令,no_change
dnp3,dsEdit.dnp3.timeOn,準時,準時,no_change
dnp3,dsEdit.dnp3.timeOff,OFF time,OFF time,no_change
dnp3,dsEdit.dnp3.validate.indexUsed,此DNP3組和索引已經在使用,此DNP3組和索引已經在使用,no_change
dnp3,dsEdit.dnp3.validate.mustReadOneClass,必須至少讀取一類資料,必須至少讀取一類資料,no_change
dnp3,dsEdit.dnp3.sbo,SBO,SBO,no_change
dnp3,dsEdit.dnp3.direct,Direct,Direct,no_change
dnp3,dsEdit.dnp3.directNoAck,Direct No Ack,Direct No Ack,no_change
dnp3,dsEdit.dnp3.closeTrip,Close Trip,Close Trip,no_change
dnp3,dsEdit.dnp3.pulse,Pulse,Pulse,no_change
dnp3,dsEdit.dnp3.latch,Latch,Latch,no_change
dnp3,dsEdit.dnp3.dataClass,Data class,Data class,no_change
dnp3,dsEdit.dnp3.dataClass0,Class 0,Class 0,no_change
dnp3,dsEdit.dnp3.dataClass1,Class 1,Class 1,no_change
dnp3,dsEdit.dnp3.dataClass2,Class 2,Class 2,no_change
dnp3,dsEdit.dnp3.dataClass3,Class 3,Class 3,no_change
dnp3,dsEdit.dnp3.analogOutputSetVariation,設定值格式,設定值格式,no_change
dnp3,dsEdit.dnp3.analogOutput32,32位整數,32位整數,no_change
dnp3,dsEdit.dnp3.analogOutput16,16位整數,16位整數,no_change
dnp3,dsEdit.dnp3.analogOutput32Float,32位浮點,32位浮點,no_change
dnp3,dsEdit.dnp3.analogOutput64Float,64位浮點,64位浮點,no_change
dnp3,dsEdit.dnp3.8bitIndex,8位索引,8位索引,no_change
dnp3,dsEdit.dnp3.16bitIndex,16位索引,16位索引,no_change
dnp3,dsEdit.dnp3.indexSize,索引地址大小,索引地址大小,no_change
dnp3,dsEdit.dnp3.multiplier,乘數,乘數,no_change
dnp3,dsEdit.dnp3.additive,新增劑,新增劑,no_change
dnp3,dsEdit.dnp3.multiplierOffsetCalculator,乘數和偏移計算器,乘數和偏移計算器,no_change
dnp3,dsEdit.dnp3.sensorMin,傳感器最小值,傳感器最小值,no_change
dnp3,dsEdit.dnp3.sensorMax,傳感器最大,傳感器最大,no_change
dnp3,dsEdit.dnp3.engineeringMin,工程最低,工程最低,no_change
dnp3,dsEdit.dnp3.engineeringMax,工程最大,工程最大,no_change
dnp3,dox.dnp3SerialDS,資料來源DNP3系列,資料來源DNP3系列,no_change
dnp3,dox.dnp3IpDS,資料來源DNP3 IP,資料來源DNP3 IP,no_change
dnp3,dox.dnp3PP,dnp3 pp,dnp3 pp,no_change
dnp3,dsEdit.dnp3.bulkDataPointCreate,批量資料點建立,批量資料點建立,no_change
dnp3,dsEdit.dnp3.createDataPoints,建立資料點,建立資料點,no_change
dnp3,dsEdit.dnp3.minIndexMaxIndexError,“ MinIndex”必須小於“ maxindex”,“ MinIndex”必須小於“ maxindex”,no_change
dnp3,dsEdit.dnp3Serial.dataBits,Data Bits,Data Bits,no_change
dnp3,dsEdit.dnp3Serial.stopBits,Stop Bits,Stop Bits,no_change
dnp3,dsEdit.dnp3Serial.parity,Parity,Parity,no_change
dnp3,dsEdit.dnp3.invalidCommand,無效的DNP3寫入命令。有效命令：1/0，True/fals，Pon/Poff，Lon/Loff，Close/Trip,無效的DNP3寫入命令。有效命令：1/0，True/fals，Pon/Poff，Lon/Loff，Close/Trip,no_change
dnp3,dsEdit.dnp3.internalIndication,內部指示收到,內部指示收到,no_change
dnp3,dsEdit.dnp3.internalIndication.deviceTrouble,設備故障收到,設備故障收到,no_change
dnp3,dsEdit.dnp3.internalIndication.codeNotSupported,不支持收到的代碼,不支持收到的代碼,no_change
dnp3,dsEdit.dnp3.internalIndication.objectUnknown,未知的對象收到,未知的對象收到,no_change
dnp3,dsEdit.dnp3.internalIndication.parameterError,收到的參數錯誤,收到的參數錯誤,no_change
dnp3,dsEdit.dnp3.internalIndication.eventBufferOverflow,事件緩衝區收到,事件緩衝區收到,no_change
dnp3,dsEdit.dnp3.internalIndication.configurationCorrupt,配置損壞收到,配置損壞收到,no_change
dnp3,dsEdit.dnp3.controlStatus.timeout,暫停,暫停,no_change
dnp3,dsEdit.dnp3.controlStatus.noSelect,必須首先選擇,必須首先選擇,no_change
dnp3,dsEdit.dnp3.controlStatus.formatError,格式錯誤,格式錯誤,no_change
dnp3,dsEdit.dnp3.controlStatus.notSupported,不支持,不支持,no_change
dnp3,dsEdit.dnp3.controlStatus.alreadyActive,已經活躍了,已經活躍了,no_change
dnp3,dsEdit.dnp3.controlStatus.hardwareError,硬體控制錯誤,硬體控制錯誤,no_change
dnp3,dsEdit.dnp3.controlStatus.local,設備處於本地模式,設備處於本地模式,no_change
dnp3,dsEdit.dnp3.controlStatus.tooManyObjs,請求中的對象太多,請求中的對象太多,no_change
dnp3,dsEdit.dnp3.controlStatus.notAuthorized,未經授權,未經授權,no_change
dnp3,dsEdit.dnp3.controlStatus.automationInhibit,自動化被抑制,自動化被抑制,no_change
dnp3,dsEdit.dnp3.controlStatus.processingLimited,電台處理有限公司,電台處理有限公司,no_change
dnp3,dsEdit.dnp3.controlStatus.outOfRange,超出範圍,超出範圍,no_change
dnp3,dsEdit.dnp3.controlStatus.notParticipating,不會執行,不會執行,no_change
egauge,egauge.desc,EGAUGE資料來源,EGAUGE資料來源,no_change
egauge,dsEdit.egauge,EGAUGE,EGAUGE,no_change
egauge,dsEdit.egaugePoint,EGAUGE資料點,EGAUGE資料點,no_change
egauge,egauge.connDesc,URI：{0},URI：{0},no_change
egauge,dsEdit.egauge.uri,Uri,Uri,no_change
egauge,dsEdit.egauge.historyPeriods,歷史時期,歷史時期,no_change
egauge,dsEdit.egauge.retries,重試,重試,no_change
egauge,dsEdit.egauge.timeoutSeconds,逾時秒,逾時秒,no_change
egauge,dsEdit.egauge.tot,總寄存器,總寄存器,no_change
egauge,dsEdit.egauge.noTeam,沒有團隊記錄,沒有團隊記錄,no_change
egauge,dsEdit.egauge.teamstat,團隊身份,團隊身份,no_change
egauge,dsEdit.egauge.inst,瞬時讀數,瞬時讀數,no_change
egauge,dsEdit.egauge.createPoints,建立缺失點,建立缺失點,no_change
egauge,dsEdit.egauge.configurationCount,配置計數器,配置計數器,no_change
egauge,dsEdit.egauge.plConfigDesc,名稱：{0},名稱：{0},no_change
egauge,dsEdit.egauge.queryHistory,查詢歷史記錄,查詢歷史記錄,no_change
egauge,dsEdit.egauge.convertToKwh,轉換為kwh,轉換為kwh,no_change
egauge,dsEdit.egauge.interpolateInstantaneous,插入瞬時,插入瞬時,no_change
egauge,dsEdit.egauge.readBufferSizeMB,歷史緩衝尺寸（MB）,歷史緩衝尺寸（MB）,no_change
egauge,dsEdit.egauge.immediateReadBufferSizeMB,緩衝區（MB）,緩衝區（MB）,no_change
egauge,dsEdit.egauge.registerName,登記名稱,登記名稱,no_change
egauge,dsEdit.egauge.totallingRegister,總寄存器,總寄存器,no_change
egauge,dsEdit.egauge.registerType,註冊類型,註冊類型,no_change
egauge,dsEdit.egauge.cumulative,累積,累積,no_change
egauge,dsEdit.egauge.instantaneous,瞬間,瞬間,no_change
egauge,dsEdit.egauge.query,詢問,詢問,no_change
egauge,dsEdit.egauge.sequentialQuery,順序查詢,順序查詢,no_change
egauge,dsEdit.egauge.querying,查詢...,查詢...,no_change
egauge,dsEdit.egauge.mustEnable,必須啟用資料來源以進行歷史記錄查詢,必須啟用資料來源以進行歷史記錄查詢,no_change
egauge,dsEdit.egauge.historyParsed,解析{0}歷史資料行,解析{0}歷史資料行,no_change
egauge,dsEdit.egauge.multiplier,乘數,乘數,no_change
egauge,dsEdit.egauge.offset,抵消,抵消,no_change
egauge,dsEdit.egauge.historyPeriod,歷史開始,歷史開始,no_change
egauge,dsEdit.egauge.historyPeriodEnd,相對端,相對端,no_change
egauge,egauge.event.error,錯誤 -  {0},錯誤 -  {0},no_change
egauge,egauge.event.retrievalFailure,無法檢索資料,無法檢索資料,no_change
egauge,egauge.event.historyGap,檢測到點歷史的差距,檢測到點歷史的差距,no_change
egauge,egauge.event.teamCommunicationFailure,團隊溝通中斷,團隊溝通中斷,no_change
egauge,egauge.event.configuration,配置更改,配置更改,no_change
egauge,egauge.event.badResponse,不良響應：狀態代碼{1}，來自uri {0},不良響應：狀態代碼{1}，來自uri {0},no_change
egauge,egauge.event.parseError,錯誤解析號：{0},錯誤解析號：{0},no_change
egauge,egauge.event.parseMetaError,錯誤解析消息資訊在歷史記錄查詢中。,錯誤解析消息資訊在歷史記錄查詢中。,no_change
egauge,egauge.event.parseErrorBuffer,歷史查詢解析錯誤，緩衝區足夠大嗎？,歷史查詢解析錯誤，緩衝區足夠大嗎？,no_change
egauge,egauge.event.parseErrorEvent,解析錯誤,解析錯誤,no_change
egauge,egauge.event.licenseRestriction,執行許可限制,執行許可限制,no_change
egauge,egauge.event.jaxbError,錯誤刪除資料流。您的EGAUGE是否允許V1格式化？,錯誤刪除資料流。您的EGAUGE是否允許V1格式化？,no_change
egauge,egauge.validate.multiplierCannotBeZero,不能使用零乘數。,不能使用零乘數。,no_change
egauge,egauge.dox.egaugeDS,EGAUGE資料來源,EGAUGE資料來源,no_change
egauge,egauge.dox.egaugePP,EGAUGE點屬性,EGAUGE點屬性,no_change
envcands,envcands.description,來自加拿大環境環境網頁的資料來源的資料來源,來自加拿大環境環境網頁的資料來源的資料來源,no_change
envcands,envcands.desc,加拿大環境部,加拿大環境部,no_change
envcands,envcands.dsconn,站台ID {0},站台ID {0},no_change
envcands,envcands.stationId,站台ID,站台ID,no_change
envcands,dsEdit.envcands,Environment Canada,Environment Canada,no_change
envcands,dsEdit.envcandsPoint,Environment Canada Data Point,Environment Canada Data Point,no_change
envcands,envcands.attr,屬性,屬性,no_change
envcands,envcands.attr.temp,溫度,溫度,no_change
envcands,envcands.attr.dewPointTemp,露點溫度,露點溫度,no_change
envcands,envcands.attr.relHum,相對濕度,相對濕度,no_change
envcands,envcands.attr.windDir,風向,風向,no_change
envcands,envcands.attr.windSpeed,風速,風速,no_change
envcands,envcands.attr.visibility,能見度,能見度,no_change
envcands,envcands.attr.stnPress,站台壓力,站台壓力,no_change
envcands,envcands.attr.humidex,humidex,humidex,no_change
envcands,envcands.attr.windChill,風冷,風冷,no_change
envcands,envcands.attr.weather,天氣,天氣,no_change
envcands,envcands.retrievalError,錯誤檢索天氣資料：{1},錯誤檢索天氣資料：{1},no_change
envcands,envcands.dataStartTime,資料開始時間,資料開始時間,no_change
envcands,envcands.event.noTemperatureData,資料開始時間沒有站台的溫度資料。,資料開始時間沒有站台的溫度資料。,no_change
envcands,dox.envCanDS,Environment Canada Data Source,Environment Canada Data Source,no_change
envcands,dox.envCanPP,Environment Canada Point Properties,Environment Canada Point Properties,no_change
excelReports,excelreports.description,用於建立和編輯點Excel報告的頁面。,用於建立和編輯點Excel報告的頁面。,no_change
excelReports,excelreports.email,電子郵件,電子郵件,no_change
excelReports,excelreports.emailModelScript,電子郵件模型腳本,電子郵件模型腳本,no_change
excelReports,excelreports.emailRecipients,電子郵件收件人,電子郵件收件人,no_change
excelReports,excelreports.emport.point.missingAttr,報告點缺少屬性''{0}''',報告點缺少屬性''{0}''',no_change
excelReports,excelreports.emport.pointDNE,不存在帶有XID'{0}'的Excel報告點,不存在帶有XID'{0}'的Excel報告點,no_change
excelReports,excelreports.event.licenseBreach,Excel報告模塊建立了太多範本， Mango 將在{0}關閉，請刪除範本並重新啟動。,Excel報告模塊建立了太多範本， Mango 將在{0}關閉，請刪除範本並重新啟動。,no_change
excelReports,excelreports.event.licenseViolated,Excel Reports Module的範本比存在更少的範本許可。刪除範本以再次具有模塊功能。,Excel Reports Module的範本比存在更少的範本許可。刪除範本以再次具有模塊功能。,no_change
excelReports,excelreports.failureReason,失敗：{0},失敗：{0},no_change
excelReports,excelreports.finishedReports,完成 /過程中報告,完成 /過程中報告,no_change
excelReports,excelreports.license.limitReached,達到{0}的許可限制，您已經有{1}範本（S）,達到{0}的許可限制，您已經有{1}範本（S）,no_change
excelReports,excelreports.noInstances,沒有報告實體列出,沒有報告實體列出,no_change
excelReports,excelreports.noPoints,沒有新增點,沒有新增點,no_change
excelReports,excelreports.noRecipientsToList,沒有收件人列出,沒有收件人列出,no_change
excelReports,excelreports.noTemplates,沒有列出的範本,沒有列出的範本,no_change
excelReports,excelreports.noTimePeriods,沒有列出的時間段,沒有列出的時間段,no_change
excelReports,excelreports.notSpecified,未指定,未指定,no_change
excelReports,excelreports.postProcessingScript,後處理腳本,後處理腳本,no_change
excelReports,excelreports.reportRecords,記錄,記錄,no_change
excelReports,excelreports.reportState,狀態,狀態,no_change
excelReports,excelreports.reportState.timePeriodNotSpecified,未指定一個或多個時間段。,未指定一個或多個時間段。,no_change
excelReports,excelreports.reportState.queued,排隊,排隊,no_change
excelReports,excelreports.runDuration,執行持續時間（MS）,執行持續時間（MS）,no_change
excelReports,excelreports.runTimeStart,執行時間開始,執行時間開始,no_change
excelReports,excelreports.scheduleThisTemplate,安排此範本要定期執行,安排此範本要定期執行,no_change
excelReports,excelreports.specific,具體的,具體的,no_change
excelReports,excelreports.template,範本,範本,no_change
excelReports,excelreports.templateEditPermission,編輯權限,編輯權限,no_change
excelReports,excelreports.templateFile,範本檔案,範本檔案,no_change
excelReports,excelreports.templates,報告範本,報告範本,no_change
excelReports,excelreports.timePeriod,時間段,時間段,no_change
excelReports,excelreports.timePeriodName,時間段{0},時間段{0},no_change
excelReports,excelreports.timePeriods,時間段,時間段,no_change
excelReports,excelreports.timeValuesLocation,時間值的位置,時間值的位置,no_change
excelReports,excelreports.uploading,上傳{0},上傳{0},no_change
excelReports,excelreports.current,當前的,當前的,no_change
excelReports,excelreports.ago,前,前,no_change
excelReports,excelreports.timeSeries,時間序列,時間序列,no_change
excelReports,excelreports.scheduledReport,計劃報告 -  {0},計劃報告 -  {0},no_change
excelReports,excelreports.setPointAnnotation,Excel報告XID {0},Excel報告XID {0},no_change
excelReports,excelreports.runReport,執行並下載報告“ {0}”,執行並下載報告“ {0}”,no_change
excelReports,excelreports.errorRunningReport,錯誤執行報告：{0},錯誤執行報告：{0},no_change
excelReports,excelreports.runExcelReport,執行Excel報告,執行Excel報告,no_change
excelReports,excelreports.filesCount,已完成的Excel報告實體檔案的數量,已完成的Excel報告實體檔案的數量,no_change
excelReports,excelreports.filesSize,Excel報告目錄的磁盤大小（字節）,Excel報告目錄的磁盤大小（字節）,no_change
excelReports,excelreports.templateFilesCount,Excel報告範本的數量,Excel報告範本的數量,no_change
excelReports,excelreports.templateFilesSize,Excel報告範本的磁盤尺寸（字節）,Excel報告範本的磁盤尺寸（字節）,no_change
excelReports,excelreports.pointsSelected,選擇資料點（{0}當前​​選擇的點）,選擇資料點（{0}當前​​選擇的點）,no_change
excelReports,excelreports.validate.dateRangeMustBeSpecified,預定報告所需的日期範圍,預定報告所需的日期範圍,no_change
excelReports,excelreports.validate.invalidMailingList,無效的郵件列表,無效的郵件列表,no_change
excelReports,excelreports.validate.invalidRelativeDateType,無效的相對日期類型,無效的相對日期類型,no_change
excelReports,excelreports.validate.invalidRollup,無效的匯總設定,無效的匯總設定,no_change
excelReports,excelreports.validate.invalidTimePeriod,無效時間,無效時間,no_change
excelReports,excelreports.validate.nameCannotBeEmpty,名稱不能為空,名稱不能為空,no_change
excelReports,excelreports.validate.needPoint,至少必須新增一個點,至少必須新增一個點,no_change
excelReports,excelreports.validate.needRecip,必須至少新增一個收件人,必須至少新增一個收件人,no_change
excelReports,excelreports.validate.needFile,必須新增有效的Excel檔案,必須新增有效的Excel檔案,no_change
excelReports,excelreports.validate.needEmailTemplate,必須新增有效的電子郵件範本檔案,必須新增有效的電子郵件範本檔案,no_change
excelReports,excelreports.validate.needTimeSerie,必須至少新增一個時間段,必須至少新增一個時間段,no_change
excelReports,excelreports.validate.needNamedRange,時間值必須填充,時間值必須填充,no_change
excelReports,excelreports.validate.periodCountLessThan1,週期數不能小於1,週期數不能小於1,no_change
excelReports,excelreports.validate.rangeAlreadyAssigned,範圍與已分配的名稱{0},範圍與已分配的名稱{0},no_change
excelReports,excelreports.validate.rangeDoesNotExist,範本中不存在命名範圍,範本中不存在命名範圍,no_change
excelReports,excelreports.validate.reportFileDNE,未找到報告檔案,未找到報告檔案,no_change
excelReports,excelreports.validate.scriptError,腳本中的語法錯誤：{0},腳本中的語法錯誤：{0},no_change
excelReports,excelreports.validate.templateDNE,未找到報告範本檔案,未找到報告範本檔案,no_change
excelReports,excelreports.validate.templateFileError,範本檔案錯誤{0},範本檔案錯誤{0},no_change
excelReports,excelreports.validate.templateInvalidFileType,範本檔案不是Excel檔案,範本檔案不是Excel檔案,no_change
excelReports,excelreports.validate.userDNE,用戶不存在,用戶不存在,no_change
excelReports,excelreports.validate.unmatchedNamedRange,沒有兼容的名稱範圍為“ {0}'',沒有兼容的名稱範圍為“ {0}'',no_change
excelReports,excelreports.validate.invalidNamedRangePeriod,命名範圍'{0}'''無效，否'。 '',命名範圍'{0}'''無效，否'。 '',no_change
excelReports,excelreports.validate.invalidNamedRangeEmpty,不能有空名稱範圍,不能有空名稱範圍,no_change
excelReports,excelreports.validate.incompatibleRollupForDataType,點{0}的資料類型的不兼容匯總,點{0}的資料類型的不兼容匯總,no_change
excelReports,excelreports.emport.templateVoDNE,未找到的XID {0}的報告範本,未找到的XID {0}的報告範本,no_change
excelReports,excelreports.emport.specificRangeIncomplete,您必須指定年開始和結束的年，每月，每日，小時，分鐘和第二個,您必須指定年開始和結束的年，每月，每日，小時，分鐘和第二個,no_change
excelReports,excelreports.ui.activeReportTemplate,ActiveRePortTeptlate,ActiveRePortTeptlate,no_change
excelReports,excelreports.ui.inactiveReportTemplate,InactiverePortTepplate,InactiverePortTepplate,no_change
excelReports,excelreports.ui.editTemplate,編輯範本'{0}',編輯範本'{0}',no_change
excelReports,excelreports.ui.periodType,週期類型,週期類型,no_change
excelReports,excelreports.ui.periodCount,時期計數,時期計數,no_change
excelReports,excelreports.ui.rollup,滾動,滾動,no_change
excelReports,excelreports.ui.rollupType,滾動類型,滾動類型,no_change
excelReports,excelreports.ui.rollupPeriod,匯總期,匯總期,no_change
excelReports,excelreports.ui.locationForTimeValues,時間值的位置,時間值的位置,no_change
excelReports,excelreports.ui.exportId,導出ID（XID）,導出ID（XID）,no_change
excelReports,excelreports.ui.reportTemplateNotSaved,報告範本未保存 -  {0},報告範本未保存 -  {0},no_change
excelReports,excelreports.ui.reportTemplateDeleted,報告範本已刪除,報告範本已刪除,no_change
excelReports,excelreports.ui.reportTemplateNotDeleted,報告範本未刪除,報告範本未刪除,no_change
excelReports,excelreports.ui.confirmDeleteTemplate,刪除範本？,刪除範本？,no_change
excelReports,excelreports.ui.watch,手錶,手錶,no_change
excelReports,excelreports.ui.selectTemplateFile,選擇範本檔案,選擇範本檔案,no_change
excelReports,excelreports.ui.editNameAndPermissions,編輯名稱，XID和權限,編輯名稱，XID和權限,no_change
excelReports,excelreports.ui.showScript,顯示腳本,顯示腳本,no_change
excelReports,excelreports.ui.reportNotDeleted,報告未刪除,報告未刪除,no_change
excelReports,systemSettings.excelreports.purgeUsingSettings,現在使用清除設定清除報告？,現在使用清除設定清除報告？,no_change
excelReports,systemSettings.excelreports.workItemPriority,工作項目優先級,工作項目優先級,no_change
excelReports,systemSettings.excelreports.purgeSuccess,{刪除，複數，= 0 {none delete} = 1 {刪除1報告}其他{刪除＃Reports}}}},{刪除，複數，= 0 {none delete} = 1 {刪除1報告}其他{刪除＃Reports}}}},no_change
excelReports,permission.exception.excelreports.readReport,用戶''{0}''無權讀取報告,用戶''{0}''無權讀取報告,no_change
excelReports,permission.exception.excelreports.editReportTemplate,用戶''{0}''沒有權限編輯報告範本,用戶''{0}''沒有權限編輯報告範本,no_change
excelReports,permission.exception.excelreports.notReportTemplateOwner,用戶''{0}'不是報告範本所有者,用戶''{0}'不是報告範本所有者,no_change
excelReports,permission.exception.excelreports.notReportOwner,用戶'{0}'不是報告所有者,用戶'{0}'不是報告所有者,no_change
excelReports,excelReports.postProcessingUtility.sheetNotFound,{0}找不到,{0}找不到,no_change
excelReports,excelReports.postProcessingUtility.setSheetValue,將{0}設定為表格：{1}列：{2}行：{3},將{0}設定為表格：{1}列：{2}行：{3},no_change
excelReports,excelReports.postProcessingUtility.setNamedRangeValue,將{0}設定為範圍：{1},將{0}設定為範圍：{1},no_change
excelReports,excelReports.postProcessingUtility.namedRangeNotOpen,在寫入信之前必須致電opennamedrange,在寫入信之前必須致電opennamedrange,no_change
excelReports,excelReports.templateFileStore.description,Excel報告範本,Excel報告範本,no_change
excelReports,excelReports.fileStore.description,Excel報告,Excel報告,no_change
excelReports,excelReports.fileStoreWritePermission,excel報告檔案存儲寫入入許可,excel報告檔案存儲寫入入許可,no_change
excelReports,excelReports.fileStoreReadPermission,Excel報告檔案商店讀取許可,Excel報告檔案商店讀取許可,no_change
excelReports,excelReports.handler,Excel報告,Excel報告,no_change
excelReports,reports.handler.selectReportTemplates,選擇報告範本,選擇報告範本,no_change
galil,galil-ds.description,輪詢和控制Galil設備的資料來源,輪詢和控制Galil設備的資料來源,no_change
galil,dox.galilPP,Galil點特性,Galil點特性,no_change
galil,dox.galilDS,Galil資料來源,Galil資料來源,no_change
galil,dsEdit.galil,Galil DMC-21X2,Galil DMC-21X2,no_change
galil,dsEdit.galil.type,類型,類型,no_change
galil,dsEdit.galil.desc,Galil資料來源屬性,Galil資料來源屬性,no_change
galil,dsEdit.galil.host,主機,主機,no_change
galil,dsEdit.galil.port,埠號,埠號,no_change
galil,dsEdit.galil.timeout,逾時（MS）,逾時（MS）,no_change
galil,dsEdit.galil.retries,重試,重試,no_change
galil,dsEdit.galil.commandTesting,Galil命令測試,Galil命令測試,no_change
galil,dsEdit.galil.command,命令,命令,no_change
galil,dsEdit.galil.execute,執行命令,執行命令,no_change
